Timestamp;target;measure
3000;3.454845E-001;-1.433387E-003
15000;3.454845E-001;-1.433387E-003
26000;3.454845E-001;-1.433387E-003
38000;3.454845E-001;-1.433387E-003
49000;3.454845E-001;-1.433387E-003
61000;3.454845E-001;-1.433387E-003
72000;3.454845E-001;-1.433387E-003
83000;3.454845E-001;-1.433387E-003
95000;3.454845E-001;-1.433387E-003
106000;3.454845E-001;-1.433387E-003
118000;3.454845E-001;-1.433387E-003
130000;3.454845E-001;-1.433387E-003
141000;3.454845E-001;-1.433387E-003
153000;3.454845E-001;-1.433387E-003
164000;3.454845E-001;-1.433387E-003
176000;3.454845E-001;-1.433387E-003
188000;3.454845E-001;-1.433387E-003
200000;3.454845E-001;-1.433387E-003
212000;3.454845E-001;-1.433387E-003
225000;3.454845E-001;-1.433387E-003
236000;3.454845E-001;-1.433387E-003
248000;3.454845E-001;-1.433387E-003
260000;3.454845E-001;-1.433387E-003
271000;3.454845E-001;-1.433387E-003
282000;3.454845E-001;-1.433387E-003
294000;3.454845E-001;-1.433387E-003
308000;3.454845E-001;-1.433387E-003
319000;3.454845E-001;-1.433387E-003
331000;3.454845E-001;-1.433387E-003
343000;3.454845E-001;-1.433387E-003
354000;3.454845E-001;-1.433387E-003
365000;3.454845E-001;-1.433387E-003
377000;3.454845E-001;-1.433387E-003
389000;3.454845E-001;-1.433387E-003
400000;3.454845E-001;-1.433387E-003
412000;3.454845E-001;-1.433387E-003
423000;3.454845E-001;-1.433387E-003
434000;3.454845E-001;-1.433387E-003
445000;3.454845E-001;-1.433387E-003
457000;3.454845E-001;-1.433387E-003
469000;3.454845E-001;-1.433387E-003
481000;3.454845E-001;-1.433387E-003
492000;3.454845E-001;-1.433387E-003
503000;3.454845E-001;-1.433387E-003
515000;3.454845E-001;-1.433387E-003
526000;3.454845E-001;-1.433387E-003
538000;3.454845E-001;-1.433387E-003
549000;3.454845E-001;-1.433387E-003
561000;3.454845E-001;-1.433387E-003
572000;3.454845E-001;-1.433387E-003
584000;3.454845E-001;-1.433387E-003
596000;3.454845E-001;-1.433387E-003
608000;3.454845E-001;-1.433387E-003
619000;3.454845E-001;-1.433387E-003
631000;3.454845E-001;-1.433387E-003
643000;3.454845E-001;-1.433387E-003
655000;3.454845E-001;-1.433387E-003
666000;3.454845E-001;-1.433387E-003
677000;3.454845E-001;-1.433387E-003
689000;3.454845E-001;-1.433387E-003
701000;3.454845E-001;-1.433387E-003
713000;3.454845E-001;-1.433387E-003
723000;3.454845E-001;-1.433387E-003
735000;3.454845E-001;-1.433387E-003
747000;3.454845E-001;-1.433387E-003
759000;3.454845E-001;-1.433387E-003
771000;3.454845E-001;-1.433387E-003
783000;3.454845E-001;-1.433387E-003
794000;3.454845E-001;-1.433387E-003
806000;3.454845E-001;-1.433387E-003
818000;3.454845E-001;-1.433387E-003
830000;3.454845E-001;-1.433387E-003
841000;3.454845E-001;-1.433387E-003
852000;3.454845E-001;-1.433387E-003
864000;3.454845E-001;-1.433387E-003
876000;3.454845E-001;-1.433387E-003
889000;3.454845E-001;-1.433387E-003
901000;3.454845E-001;-1.433387E-003
912000;3.454845E-001;-1.433387E-003
924000;3.454845E-001;-1.433387E-003
935000;3.454845E-001;-1.433387E-003
946000;3.454845E-001;-1.433387E-003
957000;3.454845E-001;-1.433387E-003
968000;3.454845E-001;-1.433387E-003
980000;3.454845E-001;-1.433387E-003
992000;3.454845E-001;-1.433387E-003
1003000;3.454845E-001;-1.433387E-003
1015000;3.454845E-001;-1.433387E-003
1027000;3.454845E-001;-1.433387E-003
1039000;3.454845E-001;-1.433387E-003
1051000;3.454845E-001;-1.433387E-003
1063000;3.454845E-001;-1.433387E-003
1075000;3.454845E-001;-1.433387E-003
1087000;3.454845E-001;-1.433387E-003
1099000;3.454845E-001;-1.433387E-003
1111000;3.454845E-001;-1.433387E-003
1123000;3.454845E-001;-1.433387E-003
1135000;3.454845E-001;-1.433387E-003
1146000;3.454845E-001;-1.433387E-003
1158000;3.454845E-001;-1.433387E-003
1170000;3.454845E-001;-1.433387E-003
1182000;3.454845E-001;-1.433387E-003
1193000;3.454845E-001;-1.433387E-003
1204000;3.454845E-001;-1.433387E-003
1216000;3.454845E-001;-1.433387E-003
1227000;3.454845E-001;-1.433387E-003
1238000;3.454845E-001;-1.433387E-003
1249000;3.454845E-001;-1.433387E-003
1260000;3.454845E-001;-1.433387E-003
1271000;3.454845E-001;-1.433387E-003
1282000;3.454845E-001;-1.433387E-003
1295000;3.454845E-001;-1.433387E-003
1307000;3.454845E-001;-1.433387E-003
1318000;3.454845E-001;-1.433387E-003
1330000;3.454845E-001;-1.433387E-003
1342000;3.454845E-001;-1.433387E-003
1354000;3.454845E-001;-1.433387E-003
1366000;3.454845E-001;-1.433387E-003
1376000;3.454845E-001;-1.433387E-003
1389000;3.454845E-001;-1.433387E-003
1400000;3.454845E-001;-1.433387E-003
1413000;3.454845E-001;-1.433387E-003
1424000;3.454845E-001;-1.433387E-003
1438000;3.454845E-001;-1.433387E-003
1449000;3.454845E-001;-1.433387E-003
1461000;3.454845E-001;-1.433387E-003
1472000;3.454845E-001;-1.433387E-003
1483000;3.454845E-001;-1.433387E-003
1495000;3.454845E-001;-1.433387E-003
1507000;3.454845E-001;-1.433387E-003
1518000;3.454845E-001;-1.433387E-003
1530000;3.454845E-001;-1.433387E-003
1541000;3.454845E-001;-1.433387E-003
1552000;3.454845E-001;-1.433387E-003
1564000;3.454845E-001;-1.433387E-003
1575000;3.454845E-001;-1.433387E-003
1587000;3.454845E-001;-1.433387E-003
1598000;3.454845E-001;-1.433387E-003
1610000;3.454845E-001;-1.433387E-003
1622000;3.454845E-001;-1.433387E-003
1633000;3.454845E-001;-1.433387E-003
1652000;3.454845E-001;-1.433387E-003
1664000;3.454845E-001;-1.433387E-003
1675000;3.454845E-001;-1.433387E-003
1687000;3.454845E-001;-1.433387E-003
1698000;3.454845E-001;-1.433387E-003
1711000;3.454845E-001;-1.433387E-003
1722000;3.454845E-001;-1.433387E-003
1735000;3.454845E-001;-1.433387E-003
1747000;3.454845E-001;-1.433387E-003
1759000;3.454845E-001;-1.433387E-003
1770000;3.454845E-001;-1.433387E-003
1782000;3.454845E-001;-1.433387E-003
1793000;3.454845E-001;-1.433387E-003
1804000;3.454845E-001;-1.433387E-003
1816000;3.454845E-001;-1.433387E-003
1827000;3.454845E-001;-1.433387E-003
1838000;3.454845E-001;-1.433387E-003
1849000;3.454845E-001;-1.433387E-003
1861000;3.454845E-001;-1.433387E-003
1873000;3.454845E-001;-1.433387E-003
1884000;3.454845E-001;-1.433387E-003
1895000;3.454845E-001;-1.433387E-003
1907000;3.454845E-001;-1.433387E-003
1918000;3.454845E-001;-1.433387E-003
1930000;3.454845E-001;-1.433387E-003
1941000;3.454845E-001;-1.433387E-003
1953000;3.454845E-001;-1.433387E-003
1964000;3.454845E-001;-1.433387E-003
1976000;3.454845E-001;-1.433387E-003
1989000;3.454845E-001;-1.433387E-003
2000000;3.454845E-001;-1.433387E-003
2012000;3.454845E-001;-1.433387E-003
2023000;3.454845E-001;-1.433387E-003
2034000;3.454845E-001;-1.433387E-003
2046000;3.454845E-001;-1.433387E-003
2058000;3.454845E-001;-1.433387E-003
2070000;3.454845E-001;-1.433387E-003
2082000;3.454845E-001;-1.433387E-003
2094000;3.454845E-001;-1.433387E-003
2106000;3.454845E-001;-1.433387E-003
2119000;3.454845E-001;-1.433387E-003
2130000;3.454845E-001;-1.433387E-003
2141000;3.454845E-001;-1.433387E-003
2153000;3.454845E-001;-1.433387E-003
2165000;3.454845E-001;-1.433387E-003
2177000;3.454845E-001;-1.433387E-003
2188000;3.454845E-001;-1.433387E-003
2201000;3.454845E-001;-1.433387E-003
2212000;3.454845E-001;-1.433387E-003
2224000;3.454845E-001;-1.433387E-003
2238000;3.454845E-001;-1.433387E-003
2250000;3.454845E-001;-1.433387E-003
2262000;3.454845E-001;-1.433387E-003
2274000;3.454845E-001;-1.433387E-003
2287000;3.454845E-001;-1.433387E-003
2298000;3.454845E-001;-1.433387E-003
2309000;3.454845E-001;-1.433387E-003
2322000;3.454845E-001;-1.433387E-003
2333000;3.454845E-001;-1.433387E-003
2345000;3.454845E-001;-1.433387E-003
2357000;3.454845E-001;-1.433387E-003
2368000;3.454845E-001;-1.433387E-003
2379000;3.454845E-001;-1.433387E-003
2391000;3.454845E-001;-1.433387E-003
2402000;3.454845E-001;-1.433387E-003
2413000;3.454845E-001;-1.433387E-003
2425000;3.454845E-001;-1.433387E-003
2437000;3.454845E-001;-1.433387E-003
2449000;3.454845E-001;-1.433387E-003
2461000;3.454845E-001;-1.433387E-003
2473000;3.454845E-001;-1.433387E-003
2485000;3.454845E-001;-1.433387E-003
2497000;3.454845E-001;-1.433387E-003
2508000;3.454845E-001;-1.433387E-003
2519000;3.454845E-001;-1.433387E-003
2530000;3.454845E-001;-1.433387E-003
2542000;3.454845E-001;-1.433387E-003
2553000;3.454845E-001;-1.433387E-003
2565000;3.454845E-001;-1.433387E-003
2576000;3.454845E-001;-1.433387E-003
2587000;3.454845E-001;-1.433387E-003
2598000;3.454845E-001;-1.433387E-003
2610000;3.454845E-001;-1.433387E-003
2622000;3.454845E-001;-1.433387E-003
2633000;3.454845E-001;-1.433387E-003
2646000;3.454845E-001;-1.433387E-003
2657000;3.454845E-001;-1.433387E-003
2670000;3.454845E-001;-1.433387E-003
2682000;3.454845E-001;-1.433387E-003
2693000;3.454845E-001;-1.433387E-003
2704000;3.454845E-001;-1.433387E-003
2715000;3.454845E-001;-1.433387E-003
2726000;3.454845E-001;-1.433387E-003
2737000;3.454845E-001;-1.433387E-003
2748000;3.454845E-001;-1.433387E-003
2760000;3.454845E-001;-1.433387E-003
2772000;3.454845E-001;-1.433387E-003
2783000;3.454845E-001;-1.433387E-003
2794000;3.454845E-001;-1.433387E-003
2807000;3.454845E-001;-1.433387E-003
2818000;3.454845E-001;-1.433387E-003
2830000;3.454845E-001;-1.433387E-003
2842000;3.454845E-001;-1.433387E-003
2855000;3.454845E-001;-1.433387E-003
2867000;3.454845E-001;-1.433387E-003
2879000;3.454845E-001;-1.433387E-003
2890000;3.454845E-001;-1.433387E-003
2901000;3.454845E-001;-1.433387E-003
2913000;3.454845E-001;-1.433387E-003
2925000;3.454845E-001;-1.433387E-003
2936000;3.454845E-001;-1.433387E-003
2948000;3.454845E-001;-1.433387E-003
2959000;3.454845E-001;-1.433387E-003
2971000;3.454845E-001;-1.433387E-003
2983000;3.454845E-001;-1.433387E-003
2994000;3.454845E-001;-1.433387E-003
3005000;3.454845E-001;-1.433387E-003
3017000;3.454845E-001;-1.433387E-003
3028000;3.454845E-001;-1.433387E-003
3040000;3.454845E-001;-1.433387E-003
3052000;3.454845E-001;-1.433387E-003
3063000;3.454845E-001;-1.433387E-003
3074000;3.454845E-001;-1.433387E-003
3087000;3.454845E-001;-1.433387E-003
3098000;3.454845E-001;-1.433387E-003
3110000;3.454845E-001;-1.433387E-003
3122000;3.454845E-001;-1.433387E-003
3134000;3.454845E-001;-1.433387E-003
3146000;3.454845E-001;-1.433387E-003
3158000;3.454845E-001;-1.433387E-003
3169000;3.454845E-001;-1.433387E-003
3182000;3.454845E-001;-1.433387E-003
3193000;3.454845E-001;-1.433387E-003
3205000;3.454845E-001;-1.433387E-003
3217000;3.454845E-001;-1.433387E-003
3228000;3.454845E-001;-1.433387E-003
3240000;3.454845E-001;-1.433387E-003
3251000;3.454845E-001;-1.433387E-003
3263000;3.454845E-001;-1.433387E-003
3274000;3.454845E-001;-1.433387E-003
3286000;3.454845E-001;-1.433387E-003
3298000;3.454845E-001;-1.433387E-003
3310000;3.454845E-001;-1.433387E-003
3322000;3.454845E-001;-1.433387E-003
3334000;3.454845E-001;-1.433387E-003
3345000;3.454845E-001;-1.433387E-003
3357000;3.454845E-001;-1.433387E-003
3369000;3.454845E-001;-1.433387E-003
3380000;3.454845E-001;-1.433387E-003
3392000;3.454845E-001;-1.433387E-003
3403000;3.454845E-001;-1.433387E-003
3415000;3.454845E-001;-1.433387E-003
3426000;3.454845E-001;-1.433387E-003
3438000;3.454845E-001;-1.433387E-003
3450000;3.454845E-001;-1.433387E-003
3462000;3.454845E-001;-1.433387E-003
3474000;3.454845E-001;-1.433387E-003
3486000;3.454845E-001;-1.433387E-003
3497000;3.454845E-001;-1.433387E-003
3508000;3.454845E-001;-1.433387E-003
3519000;3.454845E-001;-1.433387E-003
3530000;3.454845E-001;-1.433387E-003
3541000;3.454845E-001;-1.433387E-003
3552000;3.454845E-001;-1.433387E-003
3564000;3.454845E-001;-1.433387E-003
3576000;3.454845E-001;-1.433387E-003
3589000;3.454845E-001;-1.433387E-003
3600000;3.454845E-001;-1.433387E-003
3612000;3.454845E-001;-1.433387E-003
3624000;3.454845E-001;-1.433387E-003
3635000;3.454845E-001;-1.433387E-003
3646000;3.454845E-001;-1.433387E-003
3657000;3.454845E-001;-1.433387E-003
3669000;3.454845E-001;-1.433387E-003
3680000;3.454845E-001;-1.433387E-003
3692000;3.454845E-001;-1.433387E-003
3704000;3.454845E-001;-1.433387E-003
3715000;3.454845E-001;-1.433387E-003
3726000;3.454845E-001;-1.433387E-003
3737000;3.454845E-001;-1.433387E-003
3748000;3.454845E-001;-1.433387E-003
3759000;3.454845E-001;-1.433387E-003
3770000;3.454845E-001;-1.433387E-003
3782000;3.454845E-001;-1.433387E-003
3794000;3.454845E-001;-1.433387E-003
3805000;3.454845E-001;-1.433387E-003
3816000;3.454845E-001;-1.433387E-003
3827000;3.454845E-001;-1.433387E-003
3839000;3.454845E-001;-1.433387E-003
3850000;3.454845E-001;-1.433387E-003
3861000;3.454845E-001;-1.433387E-003
3873000;3.454845E-001;-1.433387E-003
3885000;3.454845E-001;-1.433387E-003
3896000;3.454845E-001;-1.433387E-003
3907000;3.454845E-001;-1.433387E-003
3919000;3.454845E-001;-1.433387E-003
3931000;3.454845E-001;-1.433387E-003
3942000;3.454845E-001;-1.433387E-003
3953000;3.454845E-001;-1.433387E-003
3964000;3.454845E-001;-1.433387E-003
3976000;3.454845E-001;-1.433387E-003
3987000;3.454845E-001;-1.433387E-003
3998000;3.454845E-001;-1.433387E-003
4010000;3.454845E-001;-1.433387E-003
4022000;3.454845E-001;-1.433387E-003
4033000;3.454845E-001;-1.433387E-003
4044000;3.454845E-001;-1.433387E-003
4055000;3.454845E-001;-1.433387E-003
4068000;3.454845E-001;-1.433387E-003
4097000;3.454845E-001;-1.433387E-003
4110000;3.454845E-001;-1.433387E-003
4121000;3.454845E-001;-1.433387E-003
4133000;3.454845E-001;-1.433387E-003
4144000;3.454845E-001;-1.433387E-003
4155000;3.454845E-001;-1.433387E-003
4166000;3.454845E-001;-1.433387E-003
4177000;3.454845E-001;-1.433387E-003
4189000;3.454845E-001;-1.433387E-003
4200000;3.454845E-001;-1.433387E-003
4211000;3.454845E-001;-1.433387E-003
4222000;3.454845E-001;-1.433387E-003
4233000;3.454845E-001;-1.433387E-003
4244000;3.454845E-001;-1.433387E-003
4256000;3.454845E-001;-1.433387E-003
4267000;3.454845E-001;-1.433387E-003
4278000;3.454845E-001;-1.433387E-003
4290000;3.454845E-001;-1.433387E-003
4302000;3.454845E-001;-1.433387E-003
4313000;3.454845E-001;-1.433387E-003
4324000;3.454845E-001;-1.433387E-003
4335000;3.454845E-001;-1.433387E-003
4347000;3.454845E-001;-1.433387E-003
4358000;3.454845E-001;-1.433387E-003
4370000;3.454845E-001;-1.433387E-003
4381000;3.454845E-001;-1.433387E-003
4392000;3.454845E-001;-1.433387E-003
4403000;3.454845E-001;-1.433387E-003
4415000;3.454845E-001;-1.433387E-003
4427000;3.454845E-001;-1.433387E-003
4438000;3.454845E-001;-1.433387E-003
4450000;3.454845E-001;-1.433387E-003
4462000;3.454845E-001;-1.433387E-003
4473000;3.454845E-001;-1.433387E-003
4485000;3.454845E-001;-1.433387E-003
4497000;3.454845E-001;-1.433387E-003
4508000;3.454845E-001;-1.433387E-003
4519000;3.454845E-001;-1.433387E-003
4530000;3.454845E-001;-1.433387E-003
4542000;3.454845E-001;-1.433387E-003
4554000;3.454845E-001;-1.433387E-003
4566000;3.454845E-001;-1.433387E-003
4578000;3.454845E-001;-1.433387E-003
4590000;3.454845E-001;-1.433387E-003
4602000;3.454845E-001;-1.433387E-003
4614000;3.454845E-001;-1.433387E-003
4625000;3.454845E-001;-1.433387E-003
4636000;3.454845E-001;-1.433387E-003
4647000;3.454845E-001;-1.433387E-003
4658000;3.454845E-001;-1.433387E-003
4670000;3.454845E-001;-1.433387E-003
4681000;3.454845E-001;-1.433387E-003
4692000;3.454845E-001;-1.433387E-003
4704000;3.454845E-001;-1.433387E-003
4715000;3.454845E-001;-1.433387E-003
4726000;3.454845E-001;-1.433387E-003
4737000;3.454845E-001;-1.433387E-003
4749000;3.454845E-001;-1.433387E-003
4760000;3.454845E-001;-1.433387E-003
4772000;3.454845E-001;-1.433387E-003
4784000;3.454845E-001;-1.433387E-003
4796000;3.454845E-001;-1.433387E-003
4809000;3.454845E-001;-1.433387E-003
4821000;3.454845E-001;-1.433387E-003
4832000;3.454845E-001;-1.433387E-003
4845000;3.454845E-001;-1.433387E-003
4856000;3.454845E-001;-1.433387E-003
4868000;3.454845E-001;-1.433387E-003
4880000;3.454845E-001;-1.433387E-003
4892000;3.454845E-001;-1.433387E-003
4904000;3.454845E-001;-1.433387E-003
4916000;3.454845E-001;-1.433387E-003
4928000;3.454845E-001;-1.433387E-003
4940000;3.454845E-001;-1.433387E-003
4953000;3.454845E-001;-1.433387E-003
4965000;3.454845E-001;-1.433387E-003
4978000;3.454845E-001;-1.433387E-003
4989000;3.454845E-001;-1.433387E-003
5001000;3.454845E-001;-1.433387E-003
5012000;3.454845E-001;-1.433387E-003
5025000;3.454845E-001;-1.433387E-003
5038000;3.454845E-001;-1.433387E-003
5051000;3.454845E-001;-1.433387E-003
5062000;3.454845E-001;-1.433387E-003
5074000;3.454845E-001;-1.433387E-003
5086000;3.454845E-001;-1.433387E-003
5098000;3.454845E-001;-1.433387E-003
5110000;3.454845E-001;-1.433387E-003
5122000;3.454845E-001;-1.433387E-003
5134000;3.454845E-001;-1.433387E-003
5145000;3.454845E-001;-1.433387E-003
5156000;3.454845E-001;-1.433387E-003
5167000;3.454845E-001;-1.433387E-003
5179000;3.454845E-001;-1.433387E-003
5191000;3.454845E-001;-1.433387E-003
5202000;3.454845E-001;-1.433387E-003
5214000;3.454845E-001;-1.433387E-003
5227000;3.454845E-001;-1.433387E-003
5238000;3.454845E-001;-1.433387E-003
5249000;3.454845E-001;-1.433387E-003
5261000;3.454845E-001;-1.433387E-003
5272000;3.454845E-001;-1.433387E-003
5284000;3.454845E-001;-1.433387E-003
5295000;3.454845E-001;-1.433387E-003
5306000;3.454845E-001;-1.433387E-003
5317000;3.454845E-001;-1.433387E-003
5330000;3.454845E-001;-1.433387E-003
5342000;3.454845E-001;-1.433387E-003
5353000;3.454845E-001;-1.433387E-003
5365000;3.454845E-001;-1.433387E-003
5377000;3.454845E-001;-1.433387E-003
5388000;3.454845E-001;-1.433387E-003
5399000;3.454845E-001;-1.433387E-003
5410000;3.454845E-001;-1.433387E-003
5422000;3.454845E-001;-1.433387E-003
5433000;3.454845E-001;-1.433387E-003
5444000;3.454845E-001;-1.433387E-003
5456000;3.454845E-001;-1.433387E-003
5468000;3.454845E-001;-1.433387E-003
5480000;3.454845E-001;-1.433387E-003
5491000;3.454845E-001;-1.433387E-003
5502000;3.454845E-001;-1.433387E-003
5513000;3.454845E-001;-1.433387E-003
5525000;3.454845E-001;-1.433387E-003
5537000;3.454845E-001;-1.433387E-003
5548000;3.454845E-001;-1.433387E-003
5561000;3.454845E-001;-1.433387E-003
5572000;3.454845E-001;-1.433387E-003
5585000;3.454845E-001;-1.433387E-003
5596000;3.454845E-001;-1.433387E-003
5607000;3.454845E-001;-1.433387E-003
5619000;3.454845E-001;-1.433387E-003
5630000;3.454845E-001;-1.433387E-003
5642000;3.454845E-001;-1.433387E-003
5653000;3.454845E-001;-1.433387E-003
5665000;3.454845E-001;-1.433387E-003
5676000;3.454845E-001;-1.433387E-003
5687000;3.454845E-001;-1.433387E-003
5699000;3.454845E-001;-1.433387E-003
5710000;3.454845E-001;-1.433387E-003
5722000;3.454845E-001;-1.433387E-003
5733000;3.454845E-001;-1.433387E-003
5745000;3.454845E-001;-1.433387E-003
5756000;3.454845E-001;-1.433387E-003
5768000;3.454845E-001;-1.433387E-003
5780000;3.454845E-001;-1.433387E-003
5791000;3.454845E-001;-1.433387E-003
5802000;3.454845E-001;-1.433387E-003
5815000;3.454845E-001;-1.433387E-003
5826000;3.454845E-001;-1.433387E-003
5838000;3.454845E-001;-1.433387E-003
5850000;3.454845E-001;-1.433387E-003
5863000;3.454845E-001;-1.433387E-003
5876000;3.454845E-001;-1.433387E-003
5887000;3.454845E-001;-1.433387E-003
5899000;3.454845E-001;-1.433387E-003
5910000;3.454845E-001;-1.433387E-003
5921000;3.454845E-001;-1.433387E-003
5934000;3.454845E-001;-1.433387E-003
5946000;3.454845E-001;-1.433387E-003
5958000;3.454845E-001;-1.433387E-003
5970000;3.454845E-001;-1.433387E-003
5982000;3.454845E-001;-1.433387E-003
5994000;3.454845E-001;-1.433387E-003
6006000;3.454845E-001;-1.433387E-003
6018000;3.454845E-001;-1.433387E-003
6030000;3.454845E-001;-1.433387E-003
6041000;3.454845E-001;-1.433387E-003
6052000;3.454845E-001;-1.433387E-003
6063000;3.454845E-001;-1.433387E-003
6074000;3.454845E-001;-1.433387E-003
6086000;3.454845E-001;-1.433387E-003
6098000;3.454845E-001;-1.433387E-003
6111000;3.454845E-001;-1.433387E-003
6124000;3.454845E-001;-1.433387E-003
6135000;3.454845E-001;-1.433387E-003
6146000;3.454845E-001;-1.433387E-003
6157000;3.454845E-001;-1.433387E-003
6169000;3.454845E-001;-1.433387E-003
6180000;3.454845E-001;-1.433387E-003
6191000;3.454845E-001;-1.433387E-003
6204000;3.454845E-001;-1.433387E-003
6215000;3.454845E-001;-1.433387E-003
6227000;3.454845E-001;-1.433387E-003
6238000;3.454845E-001;-1.433387E-003
6250000;3.454845E-001;-1.433387E-003
6261000;3.454845E-001;-1.433387E-003
6274000;3.454845E-001;-1.433387E-003
6286000;3.454845E-001;-1.433387E-003
6297000;3.454845E-001;-1.433387E-003
6309000;3.454845E-001;-1.433387E-003
6321000;3.454845E-001;-1.433387E-003
6333000;3.454845E-001;-1.433387E-003
6345000;3.454845E-001;-1.433387E-003
6357000;3.454845E-001;-1.433387E-003
6368000;3.454845E-001;-1.433387E-003
6381000;3.454845E-001;-1.433387E-003
6393000;3.454845E-001;-1.433387E-003
6404000;3.454845E-001;-1.433387E-003
6415000;3.454845E-001;-1.433387E-003
6427000;3.454845E-001;-1.433387E-003
6439000;3.454845E-001;-1.433387E-003
6451000;3.454845E-001;-1.433387E-003
6462000;3.454845E-001;-1.433387E-003
6475000;3.454845E-001;-1.433387E-003
6488000;3.454845E-001;-1.433387E-003
6500000;3.454845E-001;-1.433387E-003
6512000;3.454845E-001;-1.433387E-003
6523000;3.454845E-001;-1.433387E-003
6536000;3.454845E-001;-1.433387E-003
6548000;3.454845E-001;-1.433387E-003
6560000;3.454845E-001;-1.433387E-003
6571000;3.454845E-001;-1.433387E-003
6583000;3.454845E-001;-1.433387E-003
6595000;3.454845E-001;-1.433387E-003
6607000;3.454845E-001;-1.433387E-003
6619000;3.454845E-001;-1.433387E-003
6631000;3.454845E-001;-1.433387E-003
6642000;3.454845E-001;-1.433387E-003
6654000;3.454845E-001;-1.433387E-003
6666000;3.454845E-001;-1.433387E-003
6678000;3.454845E-001;-1.433387E-003
6689000;3.454845E-001;-1.433387E-003
6701000;3.454845E-001;-1.433387E-003
6712000;3.454845E-001;-1.433387E-003
6725000;3.454845E-001;-1.433387E-003
6737000;3.454845E-001;-1.433387E-003
6748000;3.454845E-001;-1.433387E-003
6759000;3.454845E-001;-1.433387E-003
6770000;3.454845E-001;-1.433387E-003
6782000;3.454845E-001;-1.433387E-003
6794000;3.454845E-001;-1.433387E-003
6806000;3.454845E-001;-1.433387E-003
6818000;3.454845E-001;-1.433387E-003
6830000;3.454845E-001;-1.433387E-003
6842000;3.454845E-001;-1.433387E-003
6854000;3.454845E-001;-1.433387E-003
6865000;3.454845E-001;-1.433387E-003
6877000;3.454845E-001;-1.433387E-003
6889000;3.454845E-001;-1.433387E-003
6901000;3.454845E-001;-1.433387E-003
6912000;3.454845E-001;-1.433387E-003
6924000;3.454845E-001;-1.433387E-003
6937000;3.454845E-001;-1.433387E-003
6948000;3.454845E-001;-1.433387E-003
6959000;3.454845E-001;-1.433387E-003
6970000;3.454845E-001;-1.433387E-003
6983000;3.454845E-001;-1.433387E-003
6996000;3.454845E-001;-1.433387E-003
7007000;3.454845E-001;-1.433387E-003
7019000;3.454845E-001;-1.433387E-003
7030000;3.454845E-001;-1.433387E-003
7043000;3.454845E-001;-1.433387E-003
7056000;3.454845E-001;-1.433387E-003
7068000;3.454845E-001;-1.433387E-003
7080000;3.454845E-001;-1.433387E-003
7091000;3.454845E-001;-1.433387E-003
7103000;3.454845E-001;-1.433387E-003
7114000;3.454845E-001;-1.433387E-003
7126000;3.454845E-001;-1.433387E-003
7138000;3.454845E-001;-1.433387E-003
7150000;3.454845E-001;-1.433387E-003
7161000;3.454845E-001;-1.433387E-003
7173000;3.454845E-001;-1.433387E-003
7184000;3.454845E-001;-1.433387E-003
7196000;3.454845E-001;-1.433387E-003
7207000;3.454845E-001;-1.433387E-003
7218000;3.454845E-001;-1.433387E-003
7229000;3.454845E-001;-1.433387E-003
7240000;3.454845E-001;-1.433387E-003
7251000;3.454845E-001;-1.433387E-003
7263000;3.454845E-001;-1.433387E-003
7275000;3.454845E-001;-1.433387E-003
7288000;3.454845E-001;-1.433387E-003
7299000;3.454845E-001;-1.433387E-003
7310000;3.454845E-001;-1.433387E-003
7322000;3.454845E-001;-1.433387E-003
7334000;3.454845E-001;-1.433387E-003
7346000;3.454845E-001;-1.433387E-003
7357000;3.454845E-001;-1.433387E-003
7368000;3.454845E-001;-1.433387E-003
7379000;3.454845E-001;-1.433387E-003
7391000;3.454845E-001;-1.433387E-003
7403000;3.454845E-001;-1.433387E-003
7414000;3.454845E-001;-1.433387E-003
7426000;3.454845E-001;-1.433387E-003
7438000;3.454845E-001;-1.433387E-003
